created_at,full_text,tweet_url,text_clean,text_StopWord,text_tokens,text_steamindo,polarity,subjectivity,sentiment,Sentiment
Thu Jun 05 06:11:56 +0000 2025,jajan kita dibayarin sama dosen wkwkw https://t.co/GVJeCh9sb2,https://x.com/undefined/status/1930507865086972309,jajan kita dibayarin sama dosen wkwkw ,jajan dibayarin dosen wkwkw,"['jajan', 'dibayarin', 'dosen', 'wkwkw']",jajan dibayarin dosen wkwkw,0.0,0.0,,Negatif
Thu Jun 05 06:11:40 +0000 2025,@AshishSinghKiJi @RahulGandhi Jannayak? He a grown immature frustrated LoP. Dosen't see that he is speaking below the belt while addressing a meeting. He is a Gandhi? Lives on his family's past laurels. Old young leader!,https://x.com/undefined/status/1930507798221127783,  jannayak he a grown immature frustrated lop dosent see that he is speaking below the belt while addressing a meeting he is a gandhi lives on his familys past laurels old young leader,jannayak he a grown immature frustrated lop dosent see that he is speaking below belt while addressing a meeting he is a gandhi lives on his familys past laurels old young leader,"['jannayak', 'he', 'a', 'grown', 'immature', 'frustrated', 'lop', 'dosent', 'see', 'that', 'he', 'is', 'speaking', 'below', 'belt', 'while', 'addressing', 'a', 'meeting', 'he', 'is', 'a', 'gandhi', 'lives', 'on', 'his', 'familys', 'past', 'laurels', 'old', 'young', 'leader']",jannayak he a grown immature frustrated lop dosent see that he is speaking below belt while addressing a meeting he is a gandhi lives on his familys past laurels old young leader,-0.18125,0.2625,,Negatif
Thu Jun 05 06:10:04 +0000 2025,Ngapain kuliah salim? Mending cium kening dosen. Atau ngga peluk dari belakang sambil bilang capek ngajar ya sayang? istirahat yuk ,https://x.com/undefined/status/1930507393370357890,ngapain kuliah salim mending cium kening dosen atau ngga peluk dari belakang sambil bilang capek ngajar ya sayang istirahat yuk ,ngapain kuliah salim mending cium kening dosen peluk capek ngajar sayang istirahat yuk,"['ngapain', 'kuliah', 'salim', 'mending', 'cium', 'kening', 'dosen', 'peluk', 'capek', 'ngajar', 'sayang', 'istirahat', 'yuk']",ngapain kuliah salim mending cium kening dosen peluk capek ngajar sayang istirahat yuk,0.0,0.0,,Negatif
Thu Jun 05 06:09:46 +0000 2025,Kolpri dosen x mahasiswi rame viral disini komplitnya https://t.co/6NBVV1ElgL https://t.co/gdztGqBChe https://t.co/FN62cqYznI https://t.co/HBEr2yhUDf,https://x.com/undefined/status/1930507318200012933,kolpri dosen x mahasiswi rame viral disini komplitnya    ,kolpri dosen x mahasiswi rame viral komplitnya,"['kolpri', 'dosen', 'x', 'mahasiswi', 'rame', 'viral', 'komplitnya']",kolpri dosen x mahasiswi rame viral komplitnya,0.0,0.0,,Negatif
Thu Jun 05 06:09:31 +0000 2025,memang ni dosen bhs inggris bekeng pastiu skali eh-_------,https://x.com/undefined/status/1930507253779726821,memang ni dosen bhs inggris bekeng pastiu skali eh,ni dosen bhs inggris bekeng pastiu skali eh,"['ni', 'dosen', 'bhs', 'inggris', 'bekeng', 'pastiu', 'skali', 'eh']",ni dosen bhs inggris bekeng pastiu skali eh,0.0,0.0,,Negatif
Thu Jun 05 06:09:25 +0000 2025,@GreyStudio15721 @tanyarlfes bahkan dosen gizi gue blg lbh berbahaya gula ketimbang msg,https://x.com/undefined/status/1930507230102917180,  bahkan dosen gizi gue blg lbh berbahaya gula ketimbang msg,dosen gizi blg lbh berbahaya gula ketimbang msg,"['dosen', 'gizi', 'blg', 'lbh', 'berbahaya', 'gula', 'ketimbang', 'msg']",dosen gizi blg lbh bahaya gula ketimbang msg,0.0,0.0,,Negatif
Thu Jun 05 06:08:38 +0000 2025,@mvbee_ Same way burna dosen't care too ode,https://x.com/undefined/status/1930507031988891766, same way burna dosent care too ode,same way burna dosent care too ode,"['same', 'way', 'burna', 'dosent', 'care', 'too', 'ode']",same way burna dosent care too ode,0.0,0.125,,Negatif
Thu Jun 05 06:08:22 +0000 2025,Gajadi bimbingan dosen ya ga ada kabar,https://x.com/undefined/status/1930506967648469327,gajadi bimbingan dosen ya ga ada kabar,gajadi bimbingan dosen kabar,"['gajadi', 'bimbingan', 'dosen', 'kabar']",gajadi bimbing dosen kabar,0.0,0.0,,Negatif
Thu Jun 05 06:07:13 +0000 2025,Kata dosen hukum gue kalian keliru 58% itu keliru ,https://x.com/undefined/status/1930506678635819159,kata dosen hukum gue kalian keliru  itu keliru ,dosen hukum keliru keliru,"['dosen', 'hukum', 'keliru', 'keliru']",dosen hukum keliru keliru,0.0,0.0,,Negatif
Thu Jun 05 06:06:51 +0000 2025,@haaveecee lebih baik curcol ke dosen + muka selalu melas ,https://x.com/undefined/status/1930506585627119668, lebih baik curcol ke dosen  muka selalu melas ,curcol dosen muka melas,"['curcol', 'dosen', 'muka', 'melas']",curcol dosen muka melas,0.0,0.0,,Negatif
Thu Jun 05 06:06:31 +0000 2025,#INFO_KULIAH : Teknik Keselamatan dan Kesehatan Kerja TI Kls C Dosen Ratna Tungga Dewa (RTD) Kamis 5/6/2025 Sesi 4 dilaksanakan secara Sinkron. Untuk diperhatikan.,https://x.com/undefined/status/1930506502755975375,infokuliah  teknik keselamatan dan kesehatan kerja ti kls c dosen ratna tungga dewa rtd kamis  sesi  dilaksanakan secara sinkron untuk diperhatikan,infokuliah teknik keselamatan kesehatan kerja ti kls c dosen ratna tungga dewa rtd kamis sesi dilaksanakan sinkron diperhatikan,"['infokuliah', 'teknik', 'keselamatan', 'kesehatan', 'kerja', 'ti', 'kls', 'c', 'dosen', 'ratna', 'tungga', 'dewa', 'rtd', 'kamis', 'sesi', 'dilaksanakan', 'sinkron', 'diperhatikan']",infokuliah teknik selamat sehat kerja ti kls c dosen ratna tungga dewa rtd kamis sesi laksana sinkron perhati,0.0,0.0,,Negatif
Thu Jun 05 06:06:26 +0000 2025,@collegemfs Kak jujur dlu pas mau sidang jg kaya kamu nder. Banyak hal yg aku takutkan ngebayangin dibantai abis2 an sama dosen penguji. Tapi pas mulai sidang semua rasa takut itu hilang nder bahkan aku gada gugup sama sekali. Pas udh kelar yaudah lega banget rasanya.,https://x.com/undefined/status/1930506481763524905, kak jujur dlu pas mau sidang jg kaya kamu nder banyak hal yg aku takutkan ngebayangin dibantai abis an sama dosen penguji tapi pas mulai sidang semua rasa takut itu hilang nder bahkan aku gada gugup sama sekali pas udh kelar yaudah lega banget rasanya,jujur dlu sidang kaya nder takutkan ngebayangin dibantai abis an dosen penguji sidang takut hilang nder gugup kelar yaudah lega,"['jujur', 'dlu', 'sidang', 'kaya', 'nder', 'takutkan', 'ngebayangin', 'dibantai', 'abis', 'an', 'dosen', 'penguji', 'sidang', 'takut', 'hilang', 'nder', 'gugup', 'kelar', 'yaudah', 'lega']",jujur dlu sidang kaya nder takut ngebayangin bantai abis an dosen uji sidang takut hilang nder gugup kelar yaudah lega,0.0,0.0,,Negatif
Thu Jun 05 06:05:22 +0000 2025,Ayolah dulu pas S1 aja bisa juggling dalam satu semester skripsi+asdos+research assistant+dosen+ngehadirin kelas,https://x.com/undefined/status/1930506209712586862,ayolah dulu pas s aja bisa juggling dalam satu semester skripsiasdosresearch assistantdosenngehadirin kelas,ayolah s juggling semester skripsiasdosresearch assistantdosenngehadirin kelas,"['ayolah', 's', 'juggling', 'semester', 'skripsiasdosresearch', 'assistantdosenngehadirin', 'kelas']",ayo s juggling semester skripsiasdosresearch assistantdosenngehadirin kelas,0.0,0.0,,Negatif
Thu Jun 05 06:04:11 +0000 2025,namanya grup kelas bareng dosen PA sayangku,https://x.com/undefined/status/1930505912625799603,namanya grup kelas bareng dosen pa sayangku,namanya grup kelas bareng dosen pa sayangku,"['namanya', 'grup', 'kelas', 'bareng', 'dosen', 'pa', 'sayangku']",nama grup kelas bareng dosen pa sayang,0.0,0.0,,Negatif
Thu Jun 05 06:03:59 +0000 2025,Aku nggak ngerti dengan perkuliahan ni. Aku bimbingan berkali-kali sampai akhirnya seminar proposal dengan dospem 1 nggak hadir. Pas seminar respon 3 dosen penanggap proposal kamu ni nggak jelas sampai produk pun nggak jelas. Terus aku 2 bulan ni ngapain kalau tersesat oke juga,https://x.com/undefined/status/1930505863196000657,aku nggak ngerti dengan perkuliahan ni aku bimbingan berkalikali sampai akhirnya seminar proposal dengan dospem  nggak hadir pas seminar respon  dosen penanggap proposal kamu ni nggak jelas sampai produk pun nggak jelas terus aku  bulan ni ngapain kalau tersesat oke juga,ngerti perkuliahan ni bimbingan berkalikali seminar proposal dospem hadir seminar respon dosen penanggap proposal ni produk ni ngapain tersesat oke,"['ngerti', 'perkuliahan', 'ni', 'bimbingan', 'berkalikali', 'seminar', 'proposal', 'dospem', 'hadir', 'seminar', 'respon', 'dosen', 'penanggap', 'proposal', 'ni', 'produk', 'ni', 'ngapain', 'tersesat', 'oke']",ngerti kuliah ni bimbing berkalikali seminar proposal dospem hadir seminar respon dosen tanggap proposal ni produk ni ngapain sesat oke,0.0,0.0,,Negatif
Thu Jun 05 06:03:16 +0000 2025,SEMUA DOSEN HRI INI KE TAIK TAU TAIK GA? TAIK TAIK TAIK KUNING BAU,https://x.com/undefined/status/1930505683113545819,semua dosen hri ini ke taik tau taik ga taik taik taik kuning bau,dosen hri taik taik taik taik taik kuning bau,"['dosen', 'hri', 'taik', 'taik', 'taik', 'taik', 'taik', 'kuning', 'bau']",dosen hri taik taik taik taik taik kuning bau,0.0,0.0,,Negatif
Thu Jun 05 06:03:07 +0000 2025,@asweetycattzz kata dosen di tiktok,https://x.com/undefined/status/1930505646610465179, kata dosen di tiktok,dosen tiktok,"['dosen', 'tiktok']",dosen tiktok,0.0,0.0,,Negatif
Thu Jun 05 06:02:52 +0000 2025,Last class this semester ketemunya sama dosen anomali semoga ga ditunjuk,https://x.com/undefined/status/1930505583779512806,last class this semester ketemunya sama dosen anomali semoga ga ditunjuk,last class this semester ketemunya dosen anomali semoga,"['last', 'class', 'this', 'semester', 'ketemunya', 'dosen', 'anomali', 'semoga']",last class this semester ketemu dosen anomali moga,0.0,0.06666666666666667,,Negatif
Thu Jun 05 06:01:16 +0000 2025,chat dosen gue sampe belum dibuka dan di bales pliss ibokk maap,https://x.com/undefined/status/1930505181076259001,chat dosen gue sampe belum dibuka dan di bales pliss ibokk maap,chat dosen sampe dibuka bales pliss ibokk maap,"['chat', 'dosen', 'sampe', 'dibuka', 'bales', 'pliss', 'ibokk', 'maap']",chat dosen sampe buka bales pliss ibokk maap,0.0,0.0,,Negatif
Thu Jun 05 06:00:55 +0000 2025,@sbmptnfess kak coba discuss lgsg sama dosen/kaprodi/dekan sekalian sambil cari cari info ttg beasiswa kak. kalau discuss sm mereka semoga bisa dipermudah untuk pengajuan bandingnya,https://x.com/undefined/status/1930505090835665036, kak coba discuss lgsg sama dosenkaprodidekan sekalian sambil cari cari info ttg beasiswa kak kalau discuss sm mereka semoga bisa dipermudah untuk pengajuan bandingnya,coba discuss lgsg dosenkaprodidekan cari cari info ttg beasiswa discuss sm semoga dipermudah pengajuan bandingnya,"['coba', 'discuss', 'lgsg', 'dosenkaprodidekan', 'cari', 'cari', 'info', 'ttg', 'beasiswa', 'discuss', 'sm', 'semoga', 'dipermudah', 'pengajuan', 'bandingnya']",coba discuss lgsg dosenkaprodidekan cari cari info ttg beasiswa discuss sm moga mudah aju banding,0.0,0.0,,Negatif
Thu Jun 05 05:57:49 +0000 2025,biasanya nya ngejer2 ttd dosen sekarang nemenin dosen ngejar2 ttd,https://x.com/undefined/status/1930504309499977870,biasanya nya ngejer ttd dosen sekarang nemenin dosen ngejar ttd,ngejer ttd dosen nemenin dosen ngejar ttd,"['ngejer', 'ttd', 'dosen', 'nemenin', 'dosen', 'ngejar', 'ttd']",ngejer ttd dosen nemenin dosen ngejar ttd,0.0,0.0,,Negatif
Thu Jun 05 05:56:15 +0000 2025,drain energy pol lk kyemu dosen mn ketambahan sg kunu sek gangertemi ae,https://x.com/undefined/status/1930503916846039136,drain energy pol lk kyemu dosen mn ketambahan sg kunu sek gangertemi ae,drain energy pol lk kyemu dosen mn ketambahan sg kunu sek gangertemi ae,"['drain', 'energy', 'pol', 'lk', 'kyemu', 'dosen', 'mn', 'ketambahan', 'sg', 'kunu', 'sek', 'gangertemi', 'ae']",drain energy pol lk kyemu dosen mn tambah sg kunu sek gangertemi ae,0.0,0.0,,Negatif
Thu Jun 05 05:55:47 +0000 2025,Asal ga ganggu dosen ya boleh. Di dunia perkuliahan mah ga sama kek sekolah karena bukan mapel tapi matkul per jadwal jam nya ga nentu jam berapa. Dan mau kamu tidur jungkir balik silat segala macem asal ga ganggu dosen mah terserah. Aku sih nongki ,https://x.com/undefined/status/1930503799883599951,asal ga ganggu dosen ya boleh di dunia perkuliahan mah ga sama kek sekolah karena bukan mapel tapi matkul per jadwal jam nya ga nentu jam berapa dan mau kamu tidur jungkir balik silat segala macem asal ga ganggu dosen mah terserah aku sih nongki ,ganggu dosen dunia perkuliahan mah kek sekolah mapel matkul jadwal jam nentu jam tidur jungkir silat macem ganggu dosen mah terserah nongki,"['ganggu', 'dosen', 'dunia', 'perkuliahan', 'mah', 'kek', 'sekolah', 'mapel', 'matkul', 'jadwal', 'jam', 'nentu', 'jam', 'tidur', 'jungkir', 'silat', 'macem', 'ganggu', 'dosen', 'mah', 'terserah', 'nongki']",ganggu dosen dunia kuliah mah kek sekolah mapel matkul jadwal jam nentu jam tidur jungkir silat macem ganggu dosen mah serah nongki,0.0,0.0,,Negatif
Thu Jun 05 05:53:47 +0000 2025,Dosen gue paling benci sebenci bencinya sama rokok dibandingkan manusia manapun di muka bumi ini. Beliau fokus di bidang kemasyarakatan gizi dan frontliner nakes.,https://x.com/undefined/status/1930503295094894624,dosen gue paling benci sebenci bencinya sama rokok dibandingkan manusia manapun di muka bumi ini beliau fokus di bidang kemasyarakatan gizi dan frontliner nakes,dosen benci sebenci bencinya rokok dibandingkan manusia manapun muka bumi beliau fokus bidang kemasyarakatan gizi frontliner nakes,"['dosen', 'benci', 'sebenci', 'bencinya', 'rokok', 'dibandingkan', 'manusia', 'manapun', 'muka', 'bumi', 'beliau', 'fokus', 'bidang', 'kemasyarakatan', 'gizi', 'frontliner', 'nakes']",dosen benci benci benci rokok banding manusia mana muka bumi beliau fokus bidang masyarakat gizi frontliner nakes,0.0,0.0,,Negatif
Thu Jun 05 05:53:39 +0000 2025,@kelixmann @cuttyfrutty_ In the end it dosen matterrr,https://x.com/undefined/status/1930503262874329441,  in the end it dosen matterrr,in end it dosen matterrr,"['in', 'end', 'it', 'dosen', 'matterrr']",in end it dosen matterrr,0.0,0.0,,Negatif
Thu Jun 05 05:52:53 +0000 2025,@BANANAKAKUMEl kedengeran kek dosen saya orang golkar ,https://x.com/undefined/status/1930503070070579587, kedengeran kek dosen saya orang golkar ,kedengeran kek dosen orang golkar,"['kedengeran', 'kek', 'dosen', 'orang', 'golkar']",kedengeran kek dosen orang golkar,0.0,0.0,,Negatif
Thu Jun 05 05:50:27 +0000 2025,dosen appflow giving mam ainal vibes,https://x.com/undefined/status/1930502456057717212,dosen appflow giving mam ainal vibes,dosen appflow giving mam ainal vibes,"['dosen', 'appflow', 'giving', 'mam', 'ainal', 'vibes']",dosen appflow giving mam ainal vibes,0.0,0.0,,Negatif
Thu Jun 05 05:50:13 +0000 2025,Ya tuhan wadek kok takut buku buku kok sesat apa jangan jangan pikiran nya yang sesat? Ahhh dosen keasikan masturbasi intelktual yg ga napak tanah dari fakultas ilmu penakut lagi. Ahhh gimana deh um! GWS CALON GURUUUU,https://x.com/undefined/status/1930502399543644578,ya tuhan wadek kok takut buku buku kok sesat apa jangan jangan pikiran nya yang sesat ahhh dosen keasikan masturbasi intelktual yg ga napak tanah dari fakultas ilmu penakut lagi ahhh gimana deh um gws calon guruuuu,tuhan wadek takut buku buku sesat pikiran sesat ahhh dosen keasikan masturbasi intelktual napak tanah fakultas ilmu penakut ahhh gimana deh um gws calon guruuuu,"['tuhan', 'wadek', 'takut', 'buku', 'buku', 'sesat', 'pikiran', 'sesat', 'ahhh', 'dosen', 'keasikan', 'masturbasi', 'intelktual', 'napak', 'tanah', 'fakultas', 'ilmu', 'penakut', 'ahhh', 'gimana', 'deh', 'um', 'gws', 'calon', 'guruuuu']",tuhan wadek takut buku buku sesat pikir sesat ahhh dosen asi masturbasi intelktual napak tanah fakultas ilmu takut ahhh gimana deh um gws calon guruuuu,0.0,0.0,,Negatif
Thu Jun 05 05:49:42 +0000 2025,apa sih yang bikin mahal? asaan gaji dosen juga ga mahal-mahal amat,https://x.com/undefined/status/1930502269625418006,apa sih yang bikin mahal asaan gaji dosen juga ga mahalmahal amat,mahal asaan gaji dosen mahalmahal,"['mahal', 'asaan', 'gaji', 'dosen', 'mahalmahal']",mahal asa gaji dosen mahalmahal,0.0,0.0,,Negatif
Thu Jun 05 05:48:36 +0000 2025,@sbmptnfess lucu banget sendernya ngga ada razia nder tpi kek rules contoh wajib sepatu tertutup atau semacamnya itu tergantung dosen matkul aja sih,https://x.com/undefined/status/1930501993606627839, lucu banget sendernya ngga ada razia nder tpi kek rules contoh wajib sepatu tertutup atau semacamnya itu tergantung dosen matkul aja sih,lucu sendernya razia nder kek rules contoh wajib sepatu tertutup semacamnya tergantung dosen matkul,"['lucu', 'sendernya', 'razia', 'nder', 'kek', 'rules', 'contoh', 'wajib', 'sepatu', 'tertutup', 'semacamnya', 'tergantung', 'dosen', 'matkul']",lucu sender razia nder kek rules contoh wajib sepatu tutup macam gantung dosen matkul,0.0,0.0,,Negatif
Thu Jun 05 05:48:27 +0000 2025,Dosen gua gpp nyontek menurut gua nyontek jg termasuk skill. Itu artinya lu peduli nilai jg drpd lu ga datang sama sekali kan? Lebih parah begitu jdi sama gua kalau nyontek gpp artinya lu cari tau jg GUA BNERAN GA PAHAM LAGI,https://x.com/undefined/status/1930501953324523761,dosen gua gpp nyontek menurut gua nyontek jg termasuk skill itu artinya lu peduli nilai jg drpd lu ga datang sama sekali kan lebih parah begitu jdi sama gua kalau nyontek gpp artinya lu cari tau jg gua bneran ga paham lagi,dosen gua gpp nyontek gua nyontek skill peduli nilai drpd parah gua nyontek gpp cari gua bneran paham,"['dosen', 'gua', 'gpp', 'nyontek', 'gua', 'nyontek', 'skill', 'peduli', 'nilai', 'drpd', 'parah', 'gua', 'nyontek', 'gpp', 'cari', 'gua', 'bneran', 'paham']",dosen gua gpp nyontek gua nyontek skill peduli nilai drpd parah gua nyontek gpp cari gua bneran paham,0.0,0.0,,Negatif
Thu Jun 05 05:47:50 +0000 2025,wdythink guys? sumpah aku jadi kek kesel anj orang nanya baik baik malah jadi kaya berantem depan dosen...,https://x.com/undefined/status/1930501798034579569,wdythink guys sumpah aku jadi kek kesel anj orang nanya baik baik malah jadi kaya berantem depan dosen,wdythink sumpah kek kesel orang kaya berantem dosen,"['wdythink', 'sumpah', 'kek', 'kesel', 'orang', 'kaya', 'berantem', 'dosen']",wdythink sumpah kek kesel orang kaya antem dosen,0.0,0.0,,Negatif
Thu Jun 05 05:47:49 +0000 2025, dia teriak depan dosen sini lu taruhan sekarang buat website pake ai sini . aku = apasi babi? aku ngomong bertanya biar tau aku bahkan sampe buka website nya. lagian rahasia umum juga lu dikelas apa apa ai ya anj. -cont,https://x.com/undefined/status/1930501792707871013, dia teriak depan dosen sini lu taruhan sekarang buat website pake ai sini  aku  apasi babi aku ngomong bertanya biar tau aku bahkan sampe buka website nya lagian rahasia umum juga lu dikelas apa apa ai ya anj cont,teriak dosen taruhan website pake ai apasi babi ngomong sampe buka website rahasia dikelas ai cont,"['teriak', 'dosen', 'taruhan', 'website', 'pake', 'ai', 'apasi', 'babi', 'ngomong', 'sampe', 'buka', 'website', 'rahasia', 'dikelas', 'ai', 'cont']",teriak dosen taruh website pake ai apas babi ngomong sampe buka website rahasia kelas ai cont,0.0,0.0,,Negatif
Thu Jun 05 05:47:47 +0000 2025,dosen kontol anjing,https://x.com/undefined/status/1930501787880149215,dosen kontol anjing,dosen kontol anjing,"['dosen', 'kontol', 'anjing']",dosen kontol anjing,0.0,0.0,,Negatif
Thu Jun 05 05:47:47 +0000 2025,niatnya buat tahu gimana cara kerja di website si ai ini trus dia tuh ngasih langsung atau bisa kita edit tata letak dari ui ini dan tau apa gais ? dia marah depan dosen katanya gaterima saya bu di tuduh pake ai. aku : lho ? -cont,https://x.com/undefined/status/1930501787150381535,niatnya buat tahu gimana cara kerja di website si ai ini trus dia tuh ngasih langsung atau bisa kita edit tata letak dari ui ini dan tau apa gais  dia marah depan dosen katanya gaterima saya bu di tuduh pake ai aku  lho  cont,niatnya gimana kerja website ai trus ngasih langsung edit tata letak ui gais marah dosen gaterima bu tuduh pake ai lho cont,"['niatnya', 'gimana', 'kerja', 'website', 'ai', 'trus', 'ngasih', 'langsung', 'edit', 'tata', 'letak', 'ui', 'gais', 'marah', 'dosen', 'gaterima', 'bu', 'tuduh', 'pake', 'ai', 'lho', 'cont']",niat gimana kerja website ai trus ngasih langsung edit tata letak ui gais marah dosen gaterima bu tuduh pake ai lho cont,0.0,0.0,,Negatif
Thu Jun 05 05:46:40 +0000 2025,Woiiiiiiii DOSEN YANG MISSCOM NAPA GWA YANG REPOT,https://x.com/undefined/status/1930501503376380132,woiiiiiiii dosen yang misscom napa gwa yang repot,woiiiiiiii dosen misscom napa gwa repot,"['woiiiiiiii', 'dosen', 'misscom', 'napa', 'gwa', 'repot']",woiiiiiiii dosen misscom napa gwa repot,0.0,0.0,,Negatif
Thu Jun 05 05:46:22 +0000 2025,Masa skripsian ini berat banget ya? Sender gakuat disuruh nambah semester sama dosen braw!,https://x.com/undefined/status/1930501427807285620,masa skripsian ini berat banget ya sender gakuat disuruh nambah semester sama dosen braw,skripsian berat gakuat disuruh nambah semester dosen braw,"['skripsian', 'berat', 'gakuat', 'disuruh', 'nambah', 'semester', 'dosen', 'braw']",skripsi berat gakuat suruh nambah semester dosen braw,0.0,0.0,,Negatif
Thu Jun 05 05:43:59 +0000 2025,@xeemube Tapi Krn dosen gue itu ...gue jadi bisa nyusun skripsi yg bener bener isinya itu gue pahami banget walau tipis tapi sesuai judulnya...ada bbrp dosen yg ngga suka skripsi tebal Krn terlalu copy paste di pembahasannya jadi persis pdf penelitian atau buku,https://x.com/undefined/status/1930500827913089140, tapi krn dosen gue itu gue jadi bisa nyusun skripsi yg bener bener isinya itu gue pahami banget walau tipis tapi sesuai judulnyaada bbrp dosen yg ngga suka skripsi tebal krn terlalu copy paste di pembahasannya jadi persis pdf penelitian atau buku,dosen nyusun skripsi bener bener isinya pahami tipis sesuai judulnyaada bbrp dosen suka skripsi tebal copy paste pembahasannya persis pdf penelitian buku,"['dosen', 'nyusun', 'skripsi', 'bener', 'bener', 'isinya', 'pahami', 'tipis', 'sesuai', 'judulnyaada', 'bbrp', 'dosen', 'suka', 'skripsi', 'tebal', 'copy', 'paste', 'pembahasannya', 'persis', 'pdf', 'penelitian', 'buku']",dosen nyusun skripsi bener bener isi paham tipis sesuai judulnyaada bbrp dosen suka skripsi tebal copy paste bahas persis pdf teliti buku,0.0,0.0,,Negatif
Thu Jun 05 05:43:07 +0000 2025,@kelixmann Dosen ,https://x.com/undefined/status/1930500611050770580, dosen ,dosen,['dosen'],dosen,0.0,0.0,,Negatif
Thu Jun 05 05:42:09 +0000 2025,Ini dibahas mendalam dari manajerial aja belum lho. Kok langsung ngucur aja ke bawah. Mau lau dosen ini itu. Kita sama-sama kerja di manajerial proyek ini ya. Walaupun aku gen z anda millenial kita setara dikerjaan ini.,https://x.com/undefined/status/1930500366556414210,ini dibahas mendalam dari manajerial aja belum lho kok langsung ngucur aja ke bawah mau lau dosen ini itu kita samasama kerja di manajerial proyek ini ya walaupun aku gen z anda millenial kita setara dikerjaan ini,dibahas mendalam manajerial lho langsung ngucur lau dosen samasama kerja manajerial proyek gen z millenial setara dikerjaan,"['dibahas', 'mendalam', 'manajerial', 'lho', 'langsung', 'ngucur', 'lau', 'dosen', 'samasama', 'kerja', 'manajerial', 'proyek', 'gen', 'z', 'millenial', 'setara', 'dikerjaan']",bahas dalam manajerial lho langsung ngucur lau dosen samasama kerja manajerial proyek gen z millenial tara kerja,0.0,0.0,,Negatif
Thu Jun 05 05:40:33 +0000 2025,[RESEARCHER VIRTUAL BOOTCAMP BATCH 5: CLASS 4] Daftar sekarang di https://t.co/aGSzYCjHom #pharmacology #farmakologi #kesehatan #medical #bootcamp #onlineclass #webinar #research #dosen #mahasiswa #penelitian https://t.co/wCX663eIyL,https://x.com/undefined/status/1930499965991956493,researcher virtual bootcamp batch  class  daftar sekarang di  pharmacology farmakologi kesehatan medical bootcamp onlineclass webinar research dosen mahasiswa penelitian ,researcher virtual bootcamp batch class daftar pharmacology farmakologi kesehatan medical bootcamp onlineclass webinar research dosen mahasiswa penelitian,"['researcher', 'virtual', 'bootcamp', 'batch', 'class', 'daftar', 'pharmacology', 'farmakologi', 'kesehatan', 'medical', 'bootcamp', 'onlineclass', 'webinar', 'research', 'dosen', 'mahasiswa', 'penelitian']",researcher virtual bootcamp batch class daftar pharmacology farmakologi sehat medical bootcamp onlineclass webinar research dosen mahasiswa teliti,0.0,0.0,,Negatif
Thu Jun 05 05:40:28 +0000 2025,God don't did bitch dosen't be bold and you're don't my frendchi,https://x.com/undefined/status/1930499944034488800,god dont did bitch dosent be bold and youre dont my frendchi,god dont did bitch dosent be bold and youre dont my frendchi,"['god', 'dont', 'did', 'bitch', 'dosent', 'be', 'bold', 'and', 'youre', 'dont', 'my', 'frendchi']",god dont did bitch dosent be bold and youre dont my frendchi,0.3333333333333333,0.6666666666666666,,Positif
Thu Jun 05 05:40:23 +0000 2025,Lah kampus gw ada??? GWA yg isinya dosen wali sm mhs nya yg dipegang beliau. Blom lg ad grup wa matkul yg isinya mhs+dosennya dan mhs tnpa dosen,https://x.com/undefined/status/1930499923256258788,lah kampus gw ada gwa yg isinya dosen wali sm mhs nya yg dipegang beliau blom lg ad grup wa matkul yg isinya mhsdosennya dan mhs tnpa dosen,kampus gwa isinya dosen wali sm mhs dipegang beliau blom ad grup wa matkul isinya mhsdosennya mhs tnpa dosen,"['kampus', 'gwa', 'isinya', 'dosen', 'wali', 'sm', 'mhs', 'dipegang', 'beliau', 'blom', 'ad', 'grup', 'wa', 'matkul', 'isinya', 'mhsdosennya', 'mhs', 'tnpa', 'dosen']",kampus gwa isi dosen wali sm mhs pegang beliau blom ad grup wa matkul isi mhsdosennya mhs tnpa dosen,0.0,0.0,,Negatif
Thu Jun 05 05:40:18 +0000 2025,@YossiGoldstein8 @HPhobiaWatch Yes exactly. @mumtazpatels Cause for the Muslims to be doubted in India. Please accept it. In day to day life one dosen't even keeps religion in mind. It's done with the 4 walls of the house and nothing more.,https://x.com/undefined/status/1930499902443782551,  yes exactly  cause for the muslims to be doubted in india please accept it in day to day life one dosent even keeps religion in mind its done with the  walls of the house and nothing more,yes exactly cause for muslims to be doubted in india please accept it in day to day life one dosent even keeps religion in mind its done with walls of house and nothing more,"['yes', 'exactly', 'cause', 'for', 'muslims', 'to', 'be', 'doubted', 'in', 'india', 'please', 'accept', 'it', 'in', 'day', 'to', 'day', 'life', 'one', 'dosent', 'even', 'keeps', 'religion', 'in', 'mind', 'its', 'done', 'with', 'walls', 'of', 'house', 'and', 'nothing', 'more']",yes exactly cause for muslims to be doubted in india please accept it in day to day life one dosent even keeps religion in mind its done with walls of house and nothing more,0.375,0.375,,Positif
